# hega-rs ver.0.2.9 statistics: 
#UrQmdF19 in Lab: false
FinEnergy;	ECharge;	BCharge;	LCharge;	FinCnt;	FinChargedCnt;	PseudorapidityFilterCnt(-0.5, 0.5);	PseudorapidityFilterCnt(-1.0, 1.0);	PseudorapidityFilterCnt(-1.5, 1.5);	PseudorapidityFilterCnt(3.5, 5.8);	PseudorapidityFilterCnt(-5.8, -3.5);	PseudorapidityFilterCnt(4.4, 5.8);	PseudorapidityFilterCnt(-5.8, -4.4)
6979.605007622614;	170;	407;	0;	1464;	884;	26;	74;	177;	169;	0;	44;	0
6894.439776175321;	172;	408;	0;	1532;	900;	40;	92;	181;	154;	0;	43;	0
6910.814434819865;	172;	408;	0;	1359;	774;	36;	96;	175;	153;	0;	48;	0
6986.718783895522;	172;	406;	0;	1387;	810;	36;	93;	174;	134;	0;	41;	0
6950.875173281379;	172;	408;	0;	1544;	924;	32;	85;	180;	163;	0;	41;	0
7019.597047311831;	172;	407;	0;	1599;	941;	39;	92;	162;	181;	0;	59;	0
6998.7603699839065;	170;	407;	0;	1496;	860;	33;	79;	158;	143;	0;	41;	0
6911.1497509638975;	172;	408;	0;	1469;	884;	39;	101;	179;	162;	0;	44;	0
6913.9650404792865;	171;	408;	0;	1421;	821;	44;	91;	165;	138;	0;	35;	0
6945.866709353668;	172;	407;	0;	1447;	835;	34;	90;	187;	144;	0;	30;	0
6870.254086419563;	172;	405;	0;	1269;	723;	44;	108;	179;	126;	0;	44;	0
6889.900558225562;	172;	407;	0;	1157;	673;	45;	93;	168;	130;	0;	41;	0
6950.047534298808;	169;	407;	0;	1578;	909;	29;	96;	169;	172;	0;	44;	0
6885.459024779221;	172;	408;	0;	1177;	614;	43;	92;	142;	128;	0;	45;	0
6927.887307864126;	170;	405;	0;	1343;	752;	29;	78;	161;	139;	1;	33;	0
6922.108907738933;	172;	407;	0;	1525;	893;	33;	101;	187;	139;	0;	39;	0
6906.2168065399255;	170;	407;	0;	1465;	832;	48;	100;	179;	141;	1;	32;	0
6910.339489589194;	172;	407;	0;	1263;	753;	21;	78;	176;	161;	0;	56;	0
6934.651737004119;	172;	408;	0;	1387;	796;	35;	93;	167;	151;	0;	45;	0
6943.920371069363;	172;	408;	0;	1529;	890;	35;	94;	171;	142;	0;	47;	0
6926.832510837543;	172;	408;	0;	1392;	844;	34;	91;	177;	150;	0;	47;	0
6925.207306244385;	172;	408;	0;	1358;	810;	38;	103;	182;	142;	0;	35;	0
6906.919516853785;	172;	408;	0;	1312;	750;	35;	90;	165;	144;	0;	46;	0
6892.013063414138;	172;	407;	0;	1497;	849;	34;	87;	158;	163;	0;	38;	0
6883.360610062048;	172;	407;	0;	1243;	741;	47;	103;	181;	123;	0;	41;	0
6927.076180591873;	170;	407;	0;	1521;	856;	42;	93;	184;	150;	1;	40;	0
7004.319982844958;	172;	407;	0;	1344;	793;	41;	107;	186;	148;	0;	57;	0
6997.933897078599;	171;	408;	0;	1317;	789;	40;	88;	180;	164;	0;	61;	0
6922.791772179523;	172;	406;	0;	1150;	660;	52;	113;	180;	124;	0;	39;	0
6933.280566759055;	172;	405;	0;	1176;	665;	34;	81;	147;	124;	0;	38;	0
6882.985544951885;	172;	408;	0;	1475;	864;	37;	91;	172;	161;	0;	49;	0
6894.962641156656;	172;	408;	0;	1458;	854;	49;	99;	164;	161;	0;	46;	0
6968.390336527786;	172;	408;	0;	1547;	896;	39;	99;	194;	144;	0;	39;	0
6904.55967407989;	172;	408;	0;	1411;	820;	35;	93;	169;	168;	0;	44;	0
6917.962973621876;	172;	407;	0;	1456;	857;	38;	94;	177;	150;	0;	41;	0
6896.334923061988;	171;	408;	0;	1688;	1009;	34;	100;	208;	159;	0;	41;	0
6919.013766592223;	170;	406;	0;	1560;	893;	32;	81;	157;	166;	0;	52;	0
7023.932957364796;	172;	408;	0;	1542;	896;	34;	84;	176;	154;	0;	30;	0
6917.763514507842;	170;	406;	0;	1227;	695;	36;	81;	143;	118;	0;	42;	0
6983.841713289327;	172;	408;	0;	1527;	892;	46;	98;	168;	155;	0;	46;	0
6887.873816022947;	170;	406;	0;	1292;	751;	48;	95;	167;	123;	0;	41;	0
6946.888043969731;	172;	408;	0;	1640;	992;	56;	110;	213;	177;	0;	44;	0
6953.242803028057;	171;	407;	0;	1580;	930;	30;	100;	192;	153;	0;	44;	0
6976.451953584702;	172;	407;	0;	1324;	753;	49;	96;	170;	135;	0;	36;	0
6920.803793581831;	168;	405;	0;	1180;	657;	37;	103;	165;	114;	0;	44;	0
6871.417914937832;	172;	407;	0;	1592;	933;	30;	92;	195;	180;	0;	42;	0
6860.998609517365;	171;	405;	0;	1287;	732;	47;	90;	169;	141;	0;	44;	0
6901.00286179203;	170;	406;	0;	1171;	675;	57;	103;	174;	107;	0;	34;	0
6913.0259826965375;	172;	407;	0;	1512;	893;	37;	100;	196;	164;	0;	45;	0
6872.479168474721;	172;	408;	0;	1524;	884;	43;	90;	185;	169;	0;	47;	0
6926.28296653878;	170;	407;	0;	1635;	964;	28;	82;	181;	155;	0;	45;	0
6900.392343557971;	172;	408;	0;	1416;	822;	43;	98;	183;	141;	0;	45;	0
6886.164760998176;	170;	406;	0;	1521;	891;	46;	87;	186;	156;	0;	44;	0
6901.329455057651;	172;	407;	0;	1186;	677;	55;	110;	182;	136;	0;	46;	0
6925.054441048368;	171;	408;	0;	1329;	757;	49;	100;	179;	115;	0;	35;	0
6901.412709804966;	171;	408;	0;	1338;	773;	37;	99;	174;	141;	0;	43;	0
6995.560868145829;	172;	408;	0;	1617;	954;	40;	96;	194;	163;	0;	40;	0
6938.092649582779;	172;	408;	0;	1479;	858;	38;	91;	164;	156;	0;	50;	0
6898.303483013175;	172;	407;	0;	1411;	829;	41;	89;	180;	159;	0;	41;	0
6907.609138481552;	170;	407;	0;	1430;	864;	47;	109;	207;	151;	0;	49;	0
6907.445237414718;	172;	408;	0;	1571;	916;	26;	85;	173;	151;	0;	46;	0
6962.5208123240855;	172;	408;	0;	1676;	986;	27;	97;	206;	171;	0;	36;	0
6931.874811575634;	172;	408;	0;	1286;	740;	36;	92;	163;	135;	0;	48;	0
6940.736727348058;	172;	408;	0;	1522;	908;	40;	93;	194;	147;	0;	33;	0
6932.875608198409;	172;	408;	0;	1631;	992;	37;	103;	192;	173;	0;	42;	0
6881.852226036134;	172;	408;	0;	1267;	726;	46;	95;	172;	162;	0;	44;	0
6913.014503763941;	172;	408;	0;	1384;	792;	27;	74;	142;	144;	0;	42;	0
6931.66090587147;	172;	406;	0;	1454;	842;	38;	95;	173;	148;	0;	52;	0
6936.523592123783;	172;	406;	0;	1142;	660;	33;	86;	134;	140;	0;	50;	0
6940.101697590454;	172;	408;	0;	1420;	810;	39;	84;	162;	170;	0;	41;	0
6910.967893661554;	172;	407;	0;	1293;	767;	52;	116;	196;	143;	0;	40;	0
6968.044486371518;	172;	408;	0;	1432;	836;	37;	92;	183;	175;	0;	56;	0
6944.835566210294;	170;	406;	0;	1451;	863;	56;	111;	192;	151;	0;	42;	0
6900.797392941883;	172;	407;	0;	1463;	867;	33;	102;	182;	166;	0;	47;	0
6882.811623474309;	172;	408;	0;	1157;	624;	43;	86;	143;	106;	0;	31;	0
6878.562198461876;	172;	407;	0;	1272;	711;	34;	88;	161;	144;	0;	49;	0
6904.820110906233;	171;	408;	0;	1488;	865;	36;	87;	196;	122;	0;	40;	0
6859.687472605682;	172;	407;	0;	1530;	885;	43;	105;	197;	135;	0;	36;	0
6899.928858352275;	172;	406;	0;	1269;	730;	42;	87;	161;	147;	0;	48;	0
6935.653539859736;	172;	408;	0;	1561;	930;	33;	95;	185;	169;	1;	49;	0
6890.835470011906;	171;	408;	0;	1190;	663;	28;	74;	135;	133;	0;	44;	0
6945.8251811283435;	170;	407;	0;	1497;	880;	47;	115;	196;	142;	0;	42;	0
6954.750964086903;	170;	407;	0;	1462;	848;	38;	99;	190;	147;	0;	39;	0
6907.00660105486;	172;	408;	0;	1470;	870;	38;	102;	190;	143;	0;	33;	0
7040.874382245698;	171;	408;	0;	1432;	831;	35;	85;	157;	153;	0;	39;	0
6941.941387643108;	172;	407;	0;	1415;	837;	30;	92;	177;	158;	0;	45;	0
6941.746988847043;	169;	407;	0;	1573;	907;	31;	83;	172;	137;	0;	38;	0
6960.943875093904;	166;	406;	0;	1305;	776;	49;	98;	172;	167;	0;	56;	0
6948.3730237639165;	172;	408;	0;	1322;	812;	40;	91;	177;	152;	0;	44;	0
6906.103181777336;	172;	405;	0;	1220;	723;	36;	76;	153;	159;	0;	55;	0
6893.671759372307;	172;	407;	0;	1418;	853;	43;	106;	177;	167;	0;	47;	0
6934.933847410623;	172;	408;	0;	1401;	814;	37;	85;	171;	150;	0;	47;	0
6971.949583382595;	172;	408;	0;	1382;	824;	43;	90;	180;	145;	1;	49;	0
6970.4195953359085;	171;	408;	0;	1318;	747;	50;	98;	161;	152;	0;	54;	0
6897.326182568939;	172;	408;	0;	1260;	730;	45;	93;	155;	145;	0;	41;	0
6911.200215942845;	168;	404;	0;	1239;	712;	43;	92;	145;	135;	0;	40;	0
6863.0734469810095;	172;	407;	0;	1435;	843;	39;	83;	177;	160;	0;	48;	0
6916.146864740912;	170;	408;	0;	1509;	894;	35;	79;	163;	176;	0;	57;	0
6897.412891900017;	172;	405;	0;	1257;	707;	31;	79;	141;	128;	0;	42;	0
6904.059028532182;	172;	407;	0;	1167;	651;	43;	88;	145;	139;	0;	47;	0
7006.054657898507;	172;	408;	0;	1708;	1030;	35;	96;	207;	161;	0;	36;	0
6943.679940559504;	172;	407;	0;	1234;	719;	47;	97;	177;	128;	0;	47;	0
6885.964510033947;	172;	408;	0;	1523;	852;	42;	89;	163;	156;	0;	38;	0
6915.633262176686;	170;	407;	0;	1351;	780;	37;	83;	166;	148;	0;	36;	0
6884.688854488775;	172;	408;	0;	1281;	708;	34;	82;	153;	135;	0;	41;	0
6977.72703347166;	172;	408;	0;	1584;	920;	33;	82;	170;	165;	0;	43;	0
6956.764131165605;	172;	406;	0;	1290;	720;	29;	81;	148;	134;	0;	41;	0
6942.858148498808;	172;	406;	0;	1293;	728;	40;	95;	172;	136;	0;	49;	0
6922.685086751291;	170;	406;	0;	1314;	743;	32;	83;	162;	146;	0;	44;	0
6984.267750229584;	172;	408;	0;	1403;	752;	40;	94;	178;	145;	0;	46;	0
6937.291362790981;	172;	407;	0;	1208;	701;	47;	94;	161;	128;	0;	42;	0
6919.034207857283;	172;	407;	0;	1244;	731;	34;	79;	172;	136;	0;	50;	0
6934.243839750935;	172;	403;	0;	1113;	633;	34;	84;	153;	123;	0;	51;	0
6897.113412029757;	172;	404;	0;	1337;	802;	37;	102;	183;	126;	0;	38;	0
6939.537063260036;	172;	408;	0;	1413;	786;	45;	89;	166;	163;	0;	43;	0
6973.043834533087;	170;	406;	0;	1319;	759;	31;	97;	192;	118;	0;	41;	0
6933.942974043745;	171;	408;	0;	1484;	875;	31;	88;	192;	143;	0;	33;	0
6943.303117991667;	170;	406;	0;	1377;	815;	33;	80;	146;	166;	0;	62;	0
6896.207168346493;	172;	408;	0;	1331;	752;	32;	89;	157;	164;	0;	46;	0
6948.174139341509;	172;	407;	0;	1306;	759;	37;	97;	169;	145;	0;	39;	0
6911.556150972446;	172;	408;	0;	1485;	866;	33;	78;	172;	151;	0;	34;	0
6885.456102342771;	170;	404;	0;	1241;	729;	36;	82;	150;	154;	0;	43;	0
6934.823377896814;	172;	407;	0;	1444;	827;	39;	82;	166;	174;	0;	43;	0
6896.870454767935;	172;	408;	0;	1290;	726;	41;	97;	167;	143;	0;	42;	0
6958.649122250163;	172;	408;	0;	1655;	956;	28;	76;	162;	149;	0;	42;	0
6894.880175272221;	172;	407;	0;	1418;	831;	33;	88;	183;	176;	0;	46;	0
6921.116219894767;	172;	408;	0;	1403;	842;	44;	84;	160;	157;	0;	46;	0
6995.44860226428;	172;	406;	0;	1436;	876;	47;	89;	175;	151;	0;	54;	0
6897.806554976965;	172;	408;	0;	1470;	838;	51;	104;	179;	145;	0;	42;	0
7016.366806976434;	172;	408;	0;	1496;	862;	38;	84;	166;	157;	0;	37;	0
6875.358186497568;	172;	404;	0;	1275;	730;	33;	85;	142;	129;	0;	31;	0
6898.350312268565;	172;	408;	0;	1399;	812;	35;	87;	198;	147;	0;	48;	0
6996.096433727847;	172;	408;	0;	1493;	868;	38;	83;	168;	158;	0;	45;	0
6938.8695237067195;	172;	406;	0;	1321;	758;	43;	84;	160;	150;	0;	58;	0
6942.9878943095555;	170;	407;	0;	1286;	756;	39;	95;	173;	146;	0;	46;	0
6958.600708658684;	170;	407;	0;	1580;	944;	38;	101;	186;	183;	0;	47;	0
6949.013195790568;	170;	407;	0;	1504;	888;	38;	89;	184;	166;	0;	57;	0
6873.808243932032;	170;	403;	0;	1105;	640;	46;	90;	160;	149;	0;	54;	0
6944.736127690512;	170;	407;	0;	1667;	964;	38;	100;	207;	155;	0;	42;	0
6914.757682627778;	172;	407;	0;	1254;	701;	39;	87;	163;	129;	0;	38;	0
6984.4445467872;	172;	408;	0;	1418;	844;	31;	93;	172;	158;	1;	47;	0
6915.418966494494;	172;	406;	0;	1260;	710;	36;	92;	169;	148;	1;	52;	0
6874.307493358694;	172;	407;	0;	1219;	713;	43;	96;	168;	134;	0;	50;	0
6918.582582864833;	170;	401;	0;	1213;	678;	42;	75;	131;	137;	0;	52;	0
6934.030325308943;	172;	407;	0;	1338;	793;	34;	83;	162;	133;	0;	48;	0
6945.468016241863;	172;	407;	0;	1277;	745;	36;	82;	169;	149;	0;	46;	0
6952.361128523799;	168;	406;	0;	1169;	640;	26;	76;	151;	105;	0;	46;	0
6918.312426874809;	170;	407;	0;	1490;	876;	35;	94;	179;	161;	0;	46;	0
6942.9111472277245;	170;	408;	0;	1667;	996;	32;	83;	175;	190;	0;	36;	0
6987.914666992926;	172;	407;	0;	1361;	761;	44;	102;	179;	149;	0;	52;	0
6975.361847254129;	172;	408;	0;	1507;	920;	38;	102;	194;	165;	0;	38;	0
6920.154035296661;	169;	404;	0;	1315;	780;	34;	83;	171;	148;	0;	55;	0
6958.965029630173;	170;	405;	0;	1235;	686;	35;	78;	134;	127;	0;	42;	0
7008.25858945503;	170;	407;	0;	1561;	920;	53;	126;	192;	150;	0;	36;	0
7004.803631755448;	172;	407;	0;	1446;	835;	37;	89;	165;	165;	0;	49;	0
6953.484480768372;	172;	408;	0;	1502;	884;	38;	94;	174;	151;	0;	32;	0
6890.690019709867;	170;	406;	0;	1164;	655;	31;	79;	143;	133;	0;	40;	0
6906.214738229327;	170;	404;	0;	1367;	771;	38;	88;	173;	156;	0;	52;	0
6947.211673695705;	172;	407;	0;	1426;	823;	37;	93;	170;	164;	0;	45;	0
6931.146486022225;	172;	403;	0;	1212;	715;	34;	75;	152;	150;	0;	60;	0
6929.111046261303;	172;	408;	0;	1326;	760;	43;	89;	161;	135;	0;	38;	0
6924.4139249160435;	172;	408;	0;	1502;	910;	40;	84;	172;	186;	1;	56;	1
6932.006157680583;	172;	405;	0;	1221;	713;	29;	91;	167;	144;	0;	46;	0
6953.64972254959;	172;	406;	0;	1178;	658;	32;	75;	135;	128;	0;	43;	0
7013.049175199414;	169;	407;	0;	1582;	935;	40;	104;	191;	158;	0;	47;	0
6923.33746457025;	170;	405;	0;	1083;	594;	37;	85;	143;	103;	0;	31;	0
6916.059822909709;	169;	405;	0;	1139;	627;	39;	95;	143;	112;	0;	44;	0
6880.341738923698;	172;	408;	0;	1527;	892;	36;	86;	182;	153;	0;	46;	0
6977.6045643396965;	170;	405;	0;	1287;	722;	39;	84;	151;	135;	0;	49;	0
6920.7642652829945;	172;	408;	0;	1346;	788;	47;	104;	167;	143;	0;	40;	0
6962.346322782037;	171;	408;	0;	1435;	831;	45;	87;	152;	169;	0;	58;	0
6940.271719027156;	172;	408;	0;	1426;	828;	39;	88;	177;	152;	0;	38;	0
6936.686051025819;	168;	406;	0;	1455;	844;	31;	87;	163;	144;	0;	40;	0
6885.434651692828;	172;	405;	0;	1249;	705;	39;	85;	152;	128;	0;	30;	0
6914.8429672540115;	172;	408;	0;	1528;	864;	34;	90;	161;	143;	0;	45;	0
6943.849756242843;	172;	408;	0;	1535;	886;	42;	85;	178;	165;	0;	45;	0
6889.960515905332;	172;	407;	0;	1506;	853;	38;	90;	168;	149;	0;	39;	0
6883.371738735297;	172;	403;	0;	1219;	709;	45;	92;	168;	127;	0;	48;	0
6964.772382482458;	172;	408;	0;	1570;	924;	31;	82;	176;	175;	0;	44;	0
6906.4991677561;	169;	406;	0;	1472;	842;	47;	99;	177;	155;	0;	43;	0
6888.489658803163;	170;	406;	0;	1320;	741;	33;	78;	156;	139;	0;	32;	0
6890.00911256338;	172;	407;	0;	1165;	647;	37;	71;	149;	156;	0;	60;	0
6899.7746354678275;	170;	407;	0;	1419;	862;	32;	92;	169;	142;	0;	33;	0
6900.260659850297;	172;	406;	0;	1226;	692;	45;	100;	180;	121;	0;	42;	0
6910.650064455256;	172;	406;	0;	1549;	872;	25;	77;	165;	149;	0;	38;	0
6931.634402880726;	172;	408;	0;	1562;	894;	34;	83;	164;	153;	0;	43;	0
6944.726013808266;	171;	406;	0;	1221;	713;	49;	89;	146;	138;	0;	43;	0
6914.69828081769;	171;	408;	0;	1553;	917;	45;	96;	207;	161;	0;	41;	0
6868.783774926811;	172;	407;	0;	1331;	775;	37;	91;	157;	146;	0;	45;	0
6970.040557616905;	172;	407;	0;	1329;	761;	38;	92;	176;	135;	0;	37;	0
6953.056990087888;	172;	408;	0;	1439;	788;	36;	88;	181;	129;	0;	39;	0
6963.011768894532;	172;	407;	0;	1423;	851;	43;	99;	175;	167;	0;	41;	0
6879.381668720403;	172;	406;	0;	1247;	690;	31;	85;	155;	143;	0;	42;	0
6941.827410128275;	172;	407;	0;	1495;	891;	39;	92;	201;	134;	0;	30;	0
6983.147342031448;	171;	406;	0;	1414;	831;	36;	98;	189;	159;	0;	46;	0
6929.8651882006625;	172;	406;	0;	1206;	694;	49;	96;	173;	120;	0;	47;	0
6928.2707484738985;	172;	407;	0;	1422;	853;	47;	100;	177;	175;	0;	51;	0
6944.6097338342315;	172;	407;	0;	1556;	919;	34;	83;	164;	175;	0;	52;	0
6942.5715342463955;	172;	408;	0;	1467;	830;	41;	108;	195;	134;	0;	47;	0
6953.521088990701;	171;	407;	0;	1245;	702;	32;	84;	146;	146;	0;	54;	0
6970.744761082521;	170;	405;	0;	1286;	724;	42;	95;	162;	145;	0;	46;	0
6919.271557643419;	171;	407;	0;	1415;	820;	34;	81;	151;	139;	0;	43;	0
6994.141099338466;	172;	406;	0;	1556;	910;	37;	83;	178;	156;	0;	44;	0
6898.016466156549;	172;	405;	0;	1453;	807;	36;	75;	148;	146;	0;	42;	0
6937.428468529467;	172;	407;	0;	1384;	797;	42;	100;	180;	124;	0;	38;	0
6950.27495266285;	172;	408;	0;	1492;	860;	40;	94;	170;	145;	0;	34;	0
6986.996381616609;	172;	408;	0;	1626;	976;	52;	110;	201;	146;	0;	40;	0
6927.634984302752;	168;	405;	0;	1114;	643;	43;	95;	157;	109;	0;	40;	0
6933.253754563193;	172;	408;	0;	1289;	760;	37;	89;	157;	126;	0;	35;	0
6905.50474303862;	172;	407;	0;	1442;	849;	42;	96;	192;	128;	0;	40;	0
6965.254347218828;	171;	407;	0;	1450;	830;	28;	81;	154;	151;	0;	48;	0
6935.18450205419;	172;	408;	0;	1526;	902;	32;	96;	197;	146;	0;	39;	0
7007.228397341625;	172;	408;	0;	1465;	866;	32;	79;	165;	139;	0;	31;	0
7032.467053489279;	171;	407;	0;	1378;	788;	40;	90;	161;	144;	0;	47;	0
6964.355064122175;	167;	406;	0;	1255;	707;	36;	82;	154;	140;	0;	46;	0
6913.090294271812;	172;	407;	0;	1297;	753;	43;	84;	168;	125;	0;	41;	0
6883.278209423747;	172;	406;	0;	1445;	820;	38;	89;	172;	156;	0;	49;	0
6943.192611955975;	172;	408;	0;	1358;	754;	31;	71;	154;	150;	0;	43;	0
6958.196474734583;	171;	407;	0;	1522;	912;	34;	79;	181;	178;	0;	47;	0
6944.25532202228;	172;	406;	0;	1223;	688;	43;	99;	171;	119;	0;	37;	0
6926.468171759416;	170;	406;	0;	1411;	793;	33;	87;	175;	133;	0;	43;	0
6925.131664351693;	172;	408;	0;	1500;	884;	34;	77;	160;	150;	0;	45;	0
6928.802203092457;	170;	405;	0;	1243;	734;	51;	108;	190;	132;	0;	39;	0
6932.185259754007;	172;	407;	0;	1536;	877;	34;	87;	172;	159;	0;	39;	0
6900.174944884986;	172;	408;	0;	1214;	688;	36;	78;	139;	118;	0;	30;	0
6995.393579682606;	170;	407;	0;	1561;	882;	43;	95;	168;	142;	0;	31;	0
6909.161250834441;	170;	406;	0;	1324;	775;	35;	92;	177;	146;	0;	37;	0
6989.461425027644;	172;	408;	0;	1643;	956;	39;	91;	190;	169;	0;	53;	0
6972.681796446887;	170;	407;	0;	1428;	828;	43;	95;	185;	151;	0;	44;	0
6945.272929306929;	172;	408;	0;	1609;	914;	31;	67;	148;	156;	0;	41;	0
6967.639784232435;	170;	406;	0;	1320;	741;	39;	83;	157;	144;	0;	55;	0
6878.67094112442;	172;	406;	0;	1238;	708;	48;	100;	172;	131;	0;	46;	0
6891.717094297531;	170;	406;	0;	1498;	861;	34;	89;	180;	144;	0;	33;	0
6940.522168762149;	172;	408;	0;	1667;	968;	20;	84;	189;	168;	0;	47;	0
6981.42115658359;	169;	407;	0;	1496;	883;	31;	94;	195;	167;	0;	39;	0
6895.985130596939;	172;	408;	0;	1459;	804;	36;	83;	161;	142;	0;	46;	0
6878.253185325187;	170;	406;	0;	1247;	755;	44;	121;	193;	116;	0;	36;	0
6913.927387788935;	172;	408;	0;	1363;	796;	51;	102;	175;	152;	0;	42;	0
6975.207999623653;	172;	408;	0;	1495;	856;	27;	87;	170;	138;	0;	35;	0
6993.503343330991;	170;	405;	0;	1230;	714;	31;	79;	157;	133;	0;	42;	0
6905.080637539126;	172;	408;	0;	1603;	934;	41;	100;	191;	146;	1;	36;	1
6870.7380857072085;	170;	407;	0;	1554;	908;	34;	96;	204;	154;	0;	35;	0
7023.729510230507;	172;	408;	0;	1488;	874;	42;	98;	192;	157;	0;	41;	0
6880.673963069687;	172;	406;	0;	1242;	700;	38;	89;	151;	114;	0;	30;	0
6897.203917977974;	172;	406;	0;	1240;	692;	37;	71;	134;	133;	0;	57;	0
6952.7365639158525;	172;	408;	0;	1479;	878;	39;	97;	185;	146;	0;	48;	0
6907.6592760062895;	170;	407;	0;	1342;	796;	45;	96;	187;	144;	0;	49;	0
6891.32277240144;	172;	407;	0;	1300;	729;	39;	79;	150;	148;	0;	45;	0
6923.816400869609;	170;	406;	0;	1531;	901;	26;	80;	192;	150;	0;	35;	0
6920.13214228265;	172;	408;	0;	1552;	884;	37;	94;	198;	150;	0;	49;	0
6929.355895114692;	172;	408;	0;	1462;	832;	34;	75;	169;	139;	0;	38;	0
6923.444346922283;	171;	408;	0;	1446;	849;	50;	106;	175;	155;	0;	49;	0
6942.100899910668;	172;	407;	0;	1197;	677;	42;	104;	166;	124;	0;	38;	0
6988.86134761769;	172;	407;	0;	1225;	695;	39;	85;	142;	126;	0;	48;	0
6942.710836804115;	172;	406;	0;	1300;	744;	44;	105;	180;	164;	0;	60;	0
6943.596976010343;	172;	408;	0;	1380;	770;	34;	90;	154;	149;	0;	42;	0
6875.541563660597;	172;	407;	0;	1182;	665;	46;	103;	165;	148;	0;	52;	0
6873.371250964599;	172;	404;	0;	1310;	756;	41;	94;	161;	117;	0;	42;	0
6877.593125978467;	172;	408;	0;	1591;	930;	34;	87;	186;	141;	0;	40;	0
6936.630896672399;	172;	407;	0;	1243;	719;	37;	79;	154;	147;	0;	30;	0
6911.249743478057;	170;	406;	0;	1273;	715;	42;	89;	167;	132;	0;	55;	0
6937.728631684904;	172;	408;	0;	1596;	928;	42;	99;	189;	149;	0;	32;	0
6911.789230608857;	172;	408;	0;	1305;	728;	32;	90;	166;	144;	0;	57;	0
6945.608818987523;	172;	408;	0;	1462;	856;	37;	99;	167;	158;	0;	47;	0
6896.220849521242;	171;	408;	0;	1441;	809;	36;	88;	187;	132;	0;	34;	0
6986.528866882127;	172;	407;	0;	1549;	907;	36;	104;	166;	164;	0;	40;	0
6970.8518580849895;	172;	408;	0;	1544;	902;	32;	90;	200;	175;	1;	47;	1
7000.42288296278;	172;	407;	0;	1528;	905;	33;	89;	173;	145;	0;	43;	0
6913.327208054402;	168;	406;	0;	1304;	766;	36;	86;	172;	148;	0;	49;	0
6952.392109055651;	172;	407;	0;	1483;	879;	32;	80;	163;	140;	0;	40;	0
7015.798997419398;	171;	408;	0;	1326;	773;	29;	84;	165;	155;	0;	44;	0
6930.004403179;	172;	407;	0;	1572;	957;	40;	103;	214;	155;	0;	44;	0
6952.4210391556535;	170;	405;	0;	1241;	722;	36;	95;	167;	110;	0;	38;	0
6931.305343653572;	172;	406;	0;	1310;	742;	35;	85;	140;	147;	0;	48;	0
6950.002529012736;	170;	406;	0;	1350;	785;	40;	96;	177;	152;	0;	37;	0
6997.841823710997;	172;	408;	0;	1707;	994;	32;	87;	196;	178;	0;	55;	0
6935.673648029348;	172;	407;	0;	1488;	901;	34;	92;	188;	163;	0;	42;	0
6921.346239747759;	169;	407;	0;	1612;	943;	27;	94;	209;	160;	0;	34;	0
6911.31666209343;	172;	406;	0;	1523;	890;	39;	93;	181;	153;	0;	31;	0
6954.780467821386;	172;	408;	0;	1607;	950;	36;	98;	178;	147;	0;	31;	0
6968.566098556075;	170;	405;	0;	1358;	822;	41;	98;	171;	156;	0;	48;	0
6913.944458683375;	170;	407;	0;	1505;	902;	32;	85;	179;	168;	0;	55;	0
6971.0612566948375;	171;	407;	0;	1523;	868;	41;	82;	180;	152;	0;	44;	0
6879.529820166288;	172;	407;	0;	1387;	817;	34;	78;	140;	179;	0;	46;	0
6919.4863691122955;	172;	407;	0;	1424;	825;	33;	79;	168;	140;	0;	47;	0
6906.927383048017;	172;	407;	0;	1147;	635;	41;	85;	143;	112;	0;	39;	0
7010.523532148139;	172;	408;	0;	1362;	772;	33;	86;	158;	162;	0;	45;	0
6940.328917172272;	172;	408;	0;	1452;	846;	41;	91;	164;	139;	0;	39;	0
6964.563509168069;	172;	405;	0;	1242;	675;	45;	102;	165;	128;	0;	40;	0
6978.207723206264;	168;	405;	0;	1292;	755;	28;	89;	166;	122;	0;	44;	0
6883.639177867944;	172;	406;	0;	1202;	662;	34;	89;	153;	141;	0;	52;	0
6946.155369469389;	172;	408;	0;	1456;	906;	44;	109;	190;	165;	0;	47;	0
6910.804022188445;	172;	408;	0;	1326;	760;	44;	93;	173;	147;	0;	49;	0
6915.379556593082;	172;	407;	0;	1289;	749;	43;	96;	172;	140;	0;	44;	0
6929.77779274343;	170;	408;	0;	1542;	922;	41;	95;	182;	157;	0;	35;	0
6943.344235575412;	170;	406;	0;	1275;	721;	56;	111;	181;	114;	0;	34;	0
7018.4802307125865;	170;	406;	0;	1599;	947;	41;	95;	209;	156;	0;	37;	0
6912.784301094139;	172;	408;	0;	1435;	820;	35;	78;	170;	152;	0;	39;	0
6908.8412627146445;	172;	406;	0;	1313;	776;	25;	76;	161;	158;	0;	43;	0
6975.853529005453;	172;	408;	0;	1646;	978;	33;	86;	207;	175;	0;	41;	0
6977.893743151372;	171;	408;	0;	1436;	841;	35;	84;	180;	163;	0;	50;	0
6951.449210831692;	172;	408;	0;	1373;	786;	38;	87;	161;	147;	0;	44;	0
6923.418707642459;	172;	405;	0;	1574;	901;	30;	85;	169;	145;	0;	33;	0
6980.753366122125;	172;	406;	0;	1271;	728;	33;	91;	163;	126;	0;	32;	0
